Provider ID,Score,ScoreBin,Hospital Name,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Efficient use of medical imaging national comparison,Hospital,Cleanliness,Nurses,Doctors,HelpWhenNeeded,PainControl,ExplainMeds,RecoveryInfo,UnderstandCare,Rating,Quiet,Recommend,HAI2,HAI3,HAI4,HAI5,HAI6,Aggregate_Inf,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PayPerBenAvg,COMP_HIP_KNEE,PSI_12_POSTOP_PULMEMB_DVT,PSI_13_POST_SEPSIS,PSI_14_POSTOP_DEHIS,PSI_15_ACC_LAC,PSI_3_ULCER,PSI_4_SURG_COMP,PSI_6_IAT_PTX,PSI_7_CVCBI,PSI_8_POST_HIP,PSI_90_SAFETY,MORT_30_AMI,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,OP_12 eLab_Rec,OP_17_TrackMedInfo,OP_25_CHECK_OP,SM_PART_GEN_SURG,SM_PART_NURSE,SM_SS_CHECK_IP,SumStruct,ED_IP_Throughput,EDV,IMM__PT,IMM_Workers,ED_OP_Throughput,TimeToEval,TimeToPainMed,LeftBeforeTreat,Endoscopy polyp surveillance  appropriate follow-up interval for normal colonoscopy in average risk patients,AspirinCP,TimeToECG,ElectiveEarlyDelivery,AppropStrokeCare,HospVTE
370222,5,1,MCBRIDE ORTHOPEDIC HOSPITAL,73114,Acute Care Hospitals,Physician,1,1,Not Available,370222,81,82,86,74,74,70,92,59,84,80,87,,,,0,0.446229362,0.223164472,,,,,2.4,5.14,8.32,,1.37,0.4,107.53,0.37,0.16,0.06,0.85,,,,,,,,,3.6,13.4,,,1,1,1,0,0,1,4,170,1,96,73,110,32,65,1,,,,,,
390153,5,1,MAIN LINE HOSPITAL PAOLI,19301,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,390153,76,83,81,70,73,65,89,56,84,56,88,0.731172313,17.34104046,25.86206897,0.037029494,0.394379061,0.298148767,21967,16350,14922,17746.33333,2.6,4.78,5.5,2.52,1.11,0.09,114.97,0.34,0.19,0.06,0.72,13.2,6.3,10.6,14.6,12.3,16.4,18.1,20.8,4.3,14.4,16.5,12.9,1,1,1,0,1,1,5,282,3,93,98,181,21,51,1,100,,,0,91,0
390179,5,1,CHESTER COUNTY HOSPITAL,19380,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,390179,79,86,83,76,75,68,89,56,80,68,84,1.361073304,24.27184466,4.255319149,0,0.663801838,0.397094205,20930,17675,15820,18141.66667,3.3,5.14,14.15,2.03,1.01,0.09,131.64,0.43,0.19,0.06,0.8,11.1,7.2,9.4,16.9,11.7,14.8,19.7,22.2,5.1,14.4,16.2,13.3,1,1,1,0,1,1,5,341,3,95,97,200,26,55,1,85,,,2,,0
410008,5,1,SOUTH COUNTY HOSPITAL INC,2879,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,410008,77,88,87,80,80,73,92,63,86,67,88,1.353179973,47.61904762,0,0,0.524769102,0.359006271,24686,16326,14045,18352.33333,2.2,3.51,11.06,2.23,1.3,0.24,,0.33,0.14,0.06,0.73,14.7,7.9,11.2,15.4,15.2,16.6,18.4,21,4.3,14.3,16.1,11.5,1,1,1,0,1,1,5,300,2,94,99,153,25,52,2,90,95,12,0,85,
420033,5,1,GHS GREER MEMORIAL HOSPITAL,29650,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,420033,80,84,84,69,75,69,90,61,84,73,86,0,0,0,0,0.376010528,0.167105318,,15523,15643,15583,2.3,3.73,9.77,2.28,1.08,0.32,,0.38,0.15,0.06,0.7,,6.7,12.1,15.2,,,18.7,21.7,4,14.1,17,,1,1,1,0,1,1,5,318,2,97,99,176,37,58,1,56,98,5,0,,
420065,5,1,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,29414,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,420065,69,83,85,71,75,71,91,59,81,65,84,1.028806584,15.15151515,11.42857143,0.023582681,0.496585971,0.322550917,,16739,14281,15510,,6.21,11.18,2.07,0.97,0.14,129.7,0.32,0.12,0.06,0.81,,6.8,10.7,13.7,13.8,,17.6,20.8,,14.5,16,12,1,1,1,1,1,1,6,231,3,99,97,170,30,58,2,89,100,8,1,,0
420087,5,1,ROPER HOSPITAL,29401,Acute Care Hospitals,Proprietary,1,1,Same as the national average,420087,70,84,87,71,74,71,89,61,82,70,83,2.443494197,28.01120448,4.385964912,0.080533454,0.821441227,0.654420725,24070,16533,14859,18487.33333,2.4,2.25,10.31,1.66,0.82,0.07,141.76,0.41,0.24,0.06,0.55,14.5,6.7,11.5,15.6,13.1,15.3,17.9,18.4,3.8,14.2,15.9,11.3,1,1,1,1,1,1,6,169,4,99,97,84,9,24,1,93,100,3,,,0
420102,5,1,GHS PATEWOOD MEMORIAL HOSPITAL,29615,Acute Care Hospitals,Voluntary Non-Profit,0,1,Same as the national average,420102,90,89,89,81,81,73,93,68,88,90,90,0,,,0,0,0,,,,,2.5,2.65,9.88,,1.28,0.46,,0.39,0.17,0.06,0.7,,,,,,,,,3.5,13.8,,,1,1,1,0,1,1,5,,,95,99,,,,,65,,,,,
430014,5,1,AVERA ST LUKES,57401,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,430014,76,80,81,66,70,63,93,51,75,66,77,0.976880495,52.63157895,52.63157895,0,0.594574508,0.515846149,21376,15956,14042,17124.66667,3.3,3.3,9.06,4.26,1.51,0.18,147.43,0.37,0.13,0.06,0.77,13,6.5,9.9,14.5,14.5,16.8,17.8,21.3,4.4,13.9,14.5,10.2,1,1,1,0,0,1,4,168,1,91,93,126,16,47,0,,,,4,,
430095,5,1,AVERA HEART HOSPITAL OF SOUTH DAKOTA,57108,Acute Care Hospitals,Proprietary,1,1,Same as the national average,430095,85,87,84,83,77,71,91,60,92,63,93,1.525553013,,,0,0.193367495,0.257422344,21256,16989,,19122.5,,2.14,12.2,,1.5,0.28,120.21,0.42,0.13,0.06,0.72,11.4,,11.1,,,15.4,,20,,13.7,,,1,1,1,0,0,1,4,123,1,98,95,100,9,,0,,,,,,
450023,5,1,CITIZENS MEDICAL CENTER,77901,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,450023,76,82,85,69,70,66,82,53,76,78,79,1.1093854,17.85714286,5.319148936,0,0.534267312,0.370640491,20959,16329,15777,17688.33333,2.5,2.98,9.89,2.51,1.07,0.42,180.77,0.34,0.21,0.06,0.66,11.1,7.3,10.7,14.2,13.9,15.5,19.5,19.2,4.2,14.4,17.2,12.2,1,1,1,1,1,1,6,218,2,93,87,146,29,55,2,100,,,0,,
450184,5,1,MEMORIAL HERMANN HOSPITAL SYSTEM,77008,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,450184,77,80,80,67,72,64,87,56,75,64,77,0.161674019,19.23076923,8.403361345,0.038998898,0.501954355,0.261617987,24855,18836,18368,20686.33333,4.3,4.28,15.75,2.33,0.35,0.04,105.62,0.4,0.15,0.06,0.6,14,7.3,9.1,13.2,12.5,16.5,18.8,20.6,5.4,14.6,14.4,12.5,1,1,1,1,1,1,6,358,4,99,89,188,28,50,3,39,88,6,2,98,1
450358,5,1,HOUSTON METHODIST HOSPITAL,77030,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,450358,73,79,82,65,71,66,87,57,79,65,82,1.315116534,35.01094092,5.747126437,0.100688182,1.265022138,0.781424425,23684,18173,15122,18993,3,7.98,14.33,2.32,0.59,0.32,111.66,0.5,0.28,0.06,0.94,13.4,5.8,9.1,11.4,10.3,16.7,18.8,21.8,5.1,14.9,16.5,12.3,1,1,1,1,1,1,6,392,3,100,98,162,20,43,3,99,,,3,100,0
450431,5,1,ST DAVID'S MEDICAL CENTER,78705,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,450431,71,81,83,68,73,71,90,54,78,67,79,0.666271839,24.19354839,0,0.062312575,0.675971212,0.362550211,25256,17557,14576,19129.66667,2.3,1.39,8.37,1.91,0.69,0.22,171.32,0.46,0.19,0.06,0.47,12.4,7.3,11.2,15.5,14.1,15.6,21.1,20.1,5.1,15.9,15.8,13.4,1,1,1,1,1,1,6,254,4,99,94,137,6,39,0,85,100,7,0,100,0
450604,5,1,HILL COUNTRY MEMORIAL HOSPITAL INC,78624,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,450604,90,89,88,81,80,80,92,68,90,77,91,0,0,0,0,0.875985484,0.370037532,,15548,13197,14372.5,3.2,2.51,9.11,2.12,1.32,0.32,,0.36,0.14,0.06,0.67,,7.3,13.1,13.3,14.3,,18.6,18.9,3.9,14.2,14.3,12,1,1,1,1,1,1,6,230,1,100,91,133,21,52,1,67,98,12,0,,
450610,5,1,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,77024,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,450610,74,78,80,65,73,64,88,51,76,63,77,0.672664593,6.688963211,17.54385965,0.038902332,0.412798776,0.241510691,23159,19242,16884,19761.66667,3,2.68,10.34,1.94,0.34,0.08,110.46,0.31,0.17,0.06,0.44,15.4,7.1,9.2,12.7,12.3,17.3,18.3,20.7,3.9,14.7,14.6,12.5,1,1,1,1,1,1,6,260,4,98,90,187,31,42,2,66,,,2,89,0
450779,5,1,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,76132,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,450779,77,82,83,70,77,67,90,59,80,70,82,0.400160064,0,0,0,0.932079754,0.442792174,22572,16724,16414,18570,2.7,2.85,8.31,2.06,1.74,0.16,135.56,0.31,0.12,0.06,0.76,13.7,7.3,12,14.6,12.6,16.2,18.6,19.8,4.2,14,16.5,11.2,1,1,1,0,1,1,5,274,4,100,96,146,27,51,2,,98,6,4,,
450804,5,1,TEXAS ORTHOPEDIC HOSPITAL,77030,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,450804,77,85,87,73,76,74,91,62,84,82,86,0,,,0,0.329815303,0.164835165,,,,,2.2,1.56,8.08,,1.15,0.36,,0.38,0.16,0.06,0.58,,,,,,,,,3.3,13.1,,,1,1,1,0,0,1,4,,1,100,88,120,4,,1,,,,,,
450864,5,1,TEXAS SPINE AND JOINT HOSPITAL,75701,Acute Care Hospitals,Physician,1,1,Same as the national average,450864,78,88,90,85,80,77,92,62,89,77,92,0,,,0,0.192938453,0.08938148,,,,,2.7,2.46,9.21,,1.26,0.43,,0.38,0.17,0.06,0.67,,,,,,,,,4.7,14.1,,,1,1,1,0,0,1,4,174,1,83,81,128,52,,0,,,,,,
500008,5,1,UNIVERSITY OF WASHINGTON MEDICAL CTR,98195,Acute Care Hospitals,Government,1,1,Same as the national average,500008,77,83,83,69,75,69,92,63,83,58,87,1.206443829,0,10.52631579,0.040354474,0.946047976,0.515239828,21557,16561,14343,17487,3.8,4.28,8.82,2.27,1.01,0.69,149.81,0.54,0.15,0.06,0.78,13.5,8.3,10.6,17.3,13.7,16.3,20.3,21.6,4.5,14,16.8,13,1,1,1,1,1,1,6,433,2,99,96,246,20,64,1,100,,,6,,0
500124,5,1,EVERGREENHEALTH MEDICAL CENTER,98034,Acute Care Hospitals,Government,1,1,Above the national average,500124,76,80,82,63,69,62,88,57,81,65,83,1.858242633,7.936507937,5.405405405,0.039188024,0.774389394,0.463192943,21340,15318,14245,16967.66667,2.2,5.14,8.43,2.11,1.03,0.1,117.03,0.32,0.1,0.06,0.73,15.3,8.4,10.9,11.3,13.9,14.8,18.3,19,3.9,14.7,15.6,12,1,1,1,1,1,1,6,246,3,99,94,158,20,40,2,94,100,6,0,96,7
520070,5,1,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,54703,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520070,76,84,83,69,71,64,89,58,80,56,84,0.709924748,10.52631579,54.05405405,0,1.205849466,0.618884828,23311,15749,16032,18364,2.5,4.81,10.64,2.98,1.96,0.15,143.27,0.33,0.26,0.06,0.97,12,7.7,10.7,15.2,16.6,16.1,18.1,19.2,3.8,13.4,16.8,10.9,1,1,1,1,1,1,6,230,2,99,87,152,15,52,0,89,,,1,,
520083,5,1,ST MARYS HOSPITAL,53715,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520083,80,82,82,66,70,65,90,55,83,63,83,0.877963126,17.16738197,14.18439716,0.020302095,0.38935756,0.268614204,21843,13601,13200,16214.66667,3,3.48,9.94,2.34,0.99,0.12,120.63,0.39,0.09,0.06,0.65,13.6,6.7,11.1,15.7,14.4,15.4,19.9,17.3,5.7,14.1,16.3,10.9,1,1,1,1,1,1,6,202,3,99,97,113,9,34,0,,,12,0,100,3
520089,5,1,UNITYPOINT HEALTH - MERITER,53715,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520089,80,80,82,66,71,68,89,59,79,62,80,0,73.52941176,12.82051282,0,0.662661248,0.323718033,22572,16220,15004,17932,3.1,4.17,8.96,2.04,1.57,0.14,119.57,0.44,0.18,0.06,0.84,10.4,6,12.2,13.2,17.8,15.7,19.7,21,3.4,14.4,17.2,10.6,1,1,1,1,1,1,6,207,3,90,98,108,12,28,0,94,,,3,100,0
520095,5,1,SAUK PRAIRIE HOSPITAL,53578,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,520095,90,88,89,85,78,79,95,69,91,79,93,0,43.47826087,0,0,0.579206487,0.343406593,,,12662,12662,2.1,5.12,,,1.52,0.45,,0.39,0.17,0.06,0.91,,7.9,,15.4,14.9,,19.2,,3.6,14.6,16.2,11.6,1,1,1,0,0,1,4,196,1,98,98,136,22,40,0,94,98,8,2,,
670025,5,1,THE HEART HOSPITAL BAYLOR PLANO,75093,Acute Care Hospitals,Proprietary,1,1,Same as the national average,670025,80,85,87,76,77,70,90,64,90,76,92,,,,0.03501278,0.350127797,0.192570288,27616,19077,,23346.5,,3.9,5.09,2.24,1.68,0.52,154.19,0.4,0.11,0.06,0.83,11.5,,12.7,15.6,,16,,18.4,,14.3,16.7,,1,1,1,0,1,1,5,223,1,100,99,176,3,,0,,,,,,
670055,5,1,METHODIST STONE OAK HOSPITAL,78258,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,670055,76,76,82,62,70,64,86,53,77,65,77,0.598853623,46.59498208,0,0.039760641,0.676103029,0.489349719,24364,18874,14926,19388,3.1,3.22,7.4,2.53,0.68,0.39,146.6,0.38,0.11,0.06,0.56,13.4,8.5,11.3,14,13.8,17.7,20.7,21.2,4.3,14.5,14.4,13.7,1,1,1,0,1,1,5,300,2,100,83,175,4,32,1,94,,,2,,0
10021,4,0,DALE MEDICAL CENTER,36360,Acute Care Hospitals,Government,1,1,Same as the national average,10021,77,82,86,75,77,62,87,45,70,81,70,1.213592233,0,,0,0,0.054516709,,17053,14645,15849,3.9,6.4,9.43,,1.7,0.35,,0.38,0.16,0.06,1.01,,6.4,12.2,14.3,16.5,,19.9,21.3,5.1,14.8,16.4,,1,1,1,0,0,1,4,174,1,100,96,95,20,44,2,66,100,6,,,
10022,4,0,CHEROKEE MEDICAL CENTER,35960,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,10022,76,83,85,71,70,73,92,53,75,84,68,0,,,0,0,0,,16913,12981,14947,,,,,1.26,0.37,,0.4,0.14,,0.85,,7.7,15.8,15.8,,,19.2,21.3,,15.2,15.3,,1,0,1,0,0,1,3,252,1,99,76,93,16,48,1,87,92,10,,,
10029,4,0,EAST ALABAMA MEDICAL CENTER,36801,Acute Care Hospitals,Government,1,1,Same as the national average,10029,69,81,85,66,72,67,89,50,76,74,76,0.616016427,5.347593583,13.82488479,0.121648582,0.46481601,0.347028203,21940,13941,13196,16359,3.4,4.5,8.54,2.37,0.52,0.23,149.67,0.4,0.19,0.06,0.62,15.5,8,12.1,18.8,14.4,16.8,19.2,23.2,5.9,15.2,15.8,12.1,1,1,1,0,0,1,4,238,4,97,97,139,44,75,3,80,85,10,0,,10
10032,4,0,WEDOWEE HOSPITAL,36278,Acute Care Hospitals,Government,1,1,Not Available,10032,87,87,87,85,78,72,92,51,72,90,83,,,,0,0,0,,16649,13168,14908.5,,,,,1.36,0.42,,0.39,0.16,,0.88,,8.2,10.5,15.8,,,18.6,21.6,,14.9,16.3,,0,0,1,0,0,0,1,248,1,95,81,123,25,23,1,95,98,6,,,
10034,4,0,COMMUNITY HOSPITAL INC,36078,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,10034,80,83,83,69,73,66,88,52,75,67,63,0.931966449,0,,0,1.113792463,0.590767153,,15038,14590,14814,,4.93,,,2.06,0.36,,0.39,0.16,0.06,1.01,,7,9.4,13,14.7,,20.1,21.7,,14.7,15.8,12.7,1,1,1,0,0,1,4,256,1,88,81,113,30,94,4,99,100,26,,,
10045,4,0,FAYETTE MEDICAL CENTER,35555,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10045,89,89,93,72,80,72,91,60,82,79,81,1.838235294,0,,0,0.880126738,0.561752668,,13499,12820,13159.5,,4.94,,2.28,1.51,0.37,,0.4,0.16,0.06,0.89,,7.6,10.7,17.4,13.9,,21.7,22.2,,15.9,19.7,11.2,1,1,1,0,0,1,4,248,1,100,74,120,10,34,2,100,94,4,,,
10055,4,0,FLOWERS HOSPITAL,36305,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10055,74,82,85,69,76,69,89,56,78,67,81,1.691878981,25.42372881,3.816793893,0.040530956,0.324247644,0.357411243,21288,14349,14171,16602.66667,3.4,2.63,6.4,2.41,1.58,1.63,197.49,0.31,0.1,0.06,0.8,17,10.9,14.2,14.4,16.4,16,17.8,20.4,4.9,14.9,14.9,12.4,1,1,1,0,0,1,4,225,3,100,76,135,27,74,1,100,,,0,,0
10059,4,0,LAWRENCE MEDICAL CENTER,35650,Acute Care Hospitals,Government,1,1,Same as the national average,10059,80,80,90,75,72,68,80,49,69,72,61,,,,0,1.052631579,0.526315789,,15980,15020,15500,,,,,1.39,0.39,,0.47,0.17,,0.9,14.5,7.4,12.2,15,14.1,,19.2,22.3,,14.6,15.1,13.1,1,1,1,0,0,1,4,188,1,97,96,62,20,57,1,,98,5,,,
10086,4,0,NORTHWEST MEDICAL CENTER,35594,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10086,77,83,87,75,75,70,90,53,76,79,71,1.422475107,0,0,0.142369021,0.427107062,0.387246676,,14601,13014,13807.5,,4.71,,,1.14,0.33,,0.39,0.16,0.06,0.78,,7.1,11.3,15.2,15.4,,21.7,21.5,,15.7,15.5,12.4,1,1,1,0,0,1,4,218,1,99,76,100,11,35,1,98,97,5,,,
10100,4,0,THOMAS HOSPITAL,36532,Acute Care Hospitals,Government,1,1,Below the national average,10100,70,81,82,68,74,68,90,53,76,72,80,0.732171621,34.48275862,0,0.07723797,0.083287063,0.183147947,22546,16614,13840,17666.66667,3.4,6.55,10.64,2.59,0.81,0.13,142.5,0.49,0.11,0.06,0.83,14.5,7.9,12.9,16.3,15.2,15.5,17.2,21.1,4.6,14.9,16.5,10.5,1,1,1,0,0,1,4,319,2,100,66,198,36,51,3,31,,,1,,0
10108,4,0,PRATTVILLE BAPTIST HOSPITAL,36067,Acute Care Hospitals,Government,1,1,Same as the national average,10108,76,82,84,69,73,63,90,53,75,75,74,0,48.7804878,,0,0.675675676,0.368833564,25071,14898,16621,18863.33333,,4.57,,2.28,1.6,0.25,,0.37,0.15,0.06,0.87,13.9,6.6,9.9,19.2,15.5,,18.7,22.4,,14.6,17.9,12.1,1,1,1,0,0,1,4,350,2,90,83,162,36,74,3,78,99,11,,,
10168,4,0,JACK HUGHSTON MEMORIAL HOSPITAL,36867,Acute Care Hospitals,Government,1,1,Not Available,10168,76,87,86,76,77,65,90,60,84,86,85,,,,0,0,0,,,,,3,2.84,8.37,,1.38,0.36,,0.38,0.16,0.06,0.71,,,,16.4,,,19.5,,4.2,16.2,16.5,,1,1,1,0,0,1,4,270,1,84,93,98,34,62,3,,,,,,
10169,4,0,ATMORE COMMUNITY HOSPITAL,36502,Acute Care Hospitals,Government,1,1,Not Available,10169,72,84,91,77,79,76,89,53,77,74,72,0,333.3333333,,0,0,0.086595081,,14149,13373,13761,,4.82,,,1.2,0.34,,0.46,0.17,0.06,0.82,,8,10.3,12.9,14.9,,19.6,21.1,,14.9,17.5,13,1,1,1,0,0,1,4,184,1,95,82,126,39,52,7,67,96,7,,,
30007,4,0,VERDE VALLEY MEDICAL CENTER,86326,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,30007,72,81,81,67,69,64,88,54,74,58,70,0.358422939,31.25,0,0,1.56924284,0.789245888,22887,15406,15142,17811.66667,2.5,4.68,8.16,2.14,1.52,0.18,117.28,0.5,0.13,0.06,0.86,14.4,9.6,12.1,17.8,14.3,16.4,17.8,18.6,4.6,13.3,16.6,11.3,1,1,1,0,0,1,4,306,2,99,95,153,20,54,3,82,94,22,0,,
30023,4,0,FLAGSTAFF MEDICAL CENTER,86001,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,30023,68,79,80,70,73,63,89,55,76,57,78,1.087192868,0,0,0.031344032,0.949514782,0.50504664,24172,15792,15052,18338.66667,2.4,3.71,10.58,2.55,2.1,1.1,104.45,0.44,0.17,0.06,1.02,13.9,8,10.5,14.9,15.6,16.6,18.6,19.9,3.7,13.6,14.1,11.5,1,1,1,0,1,1,5,316,3,100,97,189,52,27,4,82,,,3,,0
30036,4,0,CHANDLER REGIONAL MEDICAL CENTER,85224,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,30036,68,75,72,60,68,60,88,49,67,52,68,1.200864623,32.5443787,4.962779156,0.091533181,0.686489477,0.477099237,23583,17532,14292,18469,2.4,5.88,12.23,1.97,1.51,0.11,121.92,0.45,0.18,0.06,0.95,13.2,6,9.9,16.3,13.1,16.8,17.9,19.6,4.4,14.5,14.8,12.2,1,1,1,0,1,1,5,309,4,100,84,122,20,35,1,88,95,10,3,100,0
30061,4,0,BANNER BOSWELL MEDICAL CENTER,85351,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,30061,65,77,75,66,68,65,91,52,73,52,74,0.340344429,33.14917127,7.092198582,0.041238814,0.597962803,0.382434771,22764,16643,15304,18237,2.6,4.9,13.94,3.76,0.94,0.09,107.53,0.38,0.18,0.06,0.77,14,7.8,11.9,15.9,13.3,16.3,20.2,21.6,4.4,14.4,17.1,12.8,1,1,1,0,1,1,5,291,3,99,93,228,25,60,1,86,64,11,,100,4
30062,4,0,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,85901,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,30062,76,81,80,71,71,68,90,54,78,61,79,0.320307495,20.40816327,0,0,0.308856459,0.202006599,25047,14182,14209,17812.66667,3.1,5.84,8.87,2.64,1.96,0.27,135.47,0.47,0.14,0.06,1.05,14.2,7.3,10.3,13.8,15.5,16,18.8,19.1,4.3,13.9,14.5,11.4,1,1,1,0,0,1,4,298,2,85,78,172,24,63,1,61,95,4,2,,
30088,4,0,BANNER BAYWOOD MEDICAL CENTER,85206,Acute Care Hospitals,Voluntary Non-Profit,0,1,Above the national average,30088,67,77,75,58,67,63,90,49,71,56,72,0.258933195,27.02702703,0,0.068893456,0.597252638,0.363084593,22268,18615,15215,18699.33333,3.2,3.22,11.89,2.12,1.27,0.3,101.2,0.26,0.09,0.06,0.69,13.8,8.6,10.9,15,13,17.4,17.4,21.9,5,14.3,17.2,12.1,1,1,1,0,1,1,5,304,4,99,92,215,35,84,2,93,98,6,0,93,4
30093,4,0,BANNER DEL E. WEBB MEDICAL CENTER,85375,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,30093,62,75,76,65,68,60,89,50,69,53,70,0.178794922,16.80672269,9.615384615,0.070209928,0.568683679,0.323094578,22176,16929,15067,18057.33333,2.7,4.96,8.54,2.5,1.1,0.13,117.67,0.38,0.11,0.06,0.76,13.2,10.8,11.2,17.2,13.5,15.8,19.4,20.1,5.5,14.3,16.9,10.9,1,1,1,0,1,1,5,303,4,97,95,209,22,76,1,94,,,4,100,10
30115,4,0,BANNER ESTRELLA MEDICAL CENTER,85037,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,30115,65,79,81,61,70,65,89,50,75,65,77,0,22.98850575,7.194244604,0.011944292,0.326895668,0.177345083,21797,14999,14252,17016,2.6,5.39,10.85,2.11,1.57,0.18,126.61,0.33,0.13,0.06,0.9,14.1,8,9.4,14.4,14.9,16.5,18.8,20.7,5.1,15.1,16.5,13.2,1,1,1,0,1,1,5,326,4,97,96,209,40,45,3,95,,5,3,100,0
30119,4,0,MERCY GILBERT MEDICAL CENTER,85296,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,30119,72,76,74,61,67,61,87,52,73,62,75,0.600384246,23.39181287,0,0.01646714,0.696850622,0.379998843,23532,18193,15890,19205,2.9,3.85,8.24,2.6,1.39,0.18,105.95,0.48,0.12,0.06,0.78,14.5,7,11.6,13.1,16.2,16.5,20.3,22.2,4.8,15.8,18.2,12.3,1,1,1,0,1,1,5,293,3,100,86,156,16,40,1,86,77,12,1,,
30123,4,0,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,85255,Acute Care Hospitals,Proprietary,1,1,Above the national average,30123,71,81,80,67,72,63,90,55,79,70,81,1.085383502,89.55223881,3.521126761,0,0.614736103,0.493187843,23168,18906,13715,18596.33333,2.3,5.33,8.26,2.14,1.46,0.2,124.88,0.42,0.25,0.06,0.89,12.8,6.9,10.1,12.8,12.9,16.2,19.8,21,3.9,14.5,15.9,12.5,1,1,1,0,1,1,5,200,2,82,92,150,18,32,1,99,91,4,,,
30130,4,0,BANNER IRONWOOD MEDICAL CENTER,85140,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,30130,71,80,86,71,74,69,91,58,82,67,80,2.83286119,31.25,0,0,0.317057705,0.237653881,,14404,14992,14698,3.6,5.15,,2.28,2.01,0.42,,0.4,0.16,0.06,1.03,,7.8,11.9,14,,,18.7,20.8,4.9,14.8,16.1,,1,1,1,0,1,1,5,287,1,99,97,173,16,57,1,98,95,4,0,,
40010,4,0,MERCY HOSPITAL NORTHWEST ARKANSAS,72758,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,40010,74,76,79,58,66,59,88,52,74,60,79,0.674839726,32.89473684,4.385964912,0,0.576036866,0.369632626,22625,15985,14785,17798.33333,3.4,1.99,15.14,2.03,1.54,0.59,108.75,0.37,0.12,0.06,0.75,13.4,9.7,11.5,15.4,18.2,16.8,20.3,21.3,5,14.6,17.3,13.4,1,1,1,0,0,1,4,252,3,99,92,146,16,49,2,99,,,0,,
40050,4,0,OUACHITA COUNTY MEDICAL CENTER,71701,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,40050,77,81,87,76,74,69,85,48,72,73,71,0,0,0,0,0.195427008,0.082149018,,15476,13704,14590,3.3,4.2,9.29,2.24,1.04,0.33,,0.39,0.16,0.06,0.72,,8.9,14.7,19.3,15.2,,19.3,21.9,4.4,14.6,16.1,11.8,1,1,1,0,0,1,4,244,1,97,88,120,15,32,3,92,92,7,0,,
